iter	Logloss
211	0.6010352575
212	0.6007585352
213	0.6004479178
214	0.6001562883
215	0.5998416863
216	0.5994750741
217	0.5991807516
218	0.5988358115
219	0.5983238726
220	0.5981176275
221	0.5976735793
222	0.597193387
223	0.5967717545
224	0.5963897851
225	0.5961408036
226	0.5958190634
227	0.595440034
228	0.5950468849
229	0.5945824572
230	0.5941216522
231	0.5936143961
232	0.5931372296
233	0.5929614931
234	0.5925115343
235	0.5922252036
236	0.5919265916
237	0.5914614252
238	0.5910164989
239	0.5907202581
240	0.5903097786
241	0.5900972701
242	0.5897354266
243	0.5893592977
244	0.5890157522
245	0.5886936157
246	0.58823501
247	0.5878712116
248	0.5875178808
249	0.5870310604
250	0.5867566011
251	0.58629273
252	0.5859089381
253	0.585728349
254	0.5854125439
255	0.5850683237
256	0.58481123
257	0.5844976622
258	0.5840345735
259	0.583644861
260	0.5833577787
261	0.5829406423
262	0.5826408578
263	0.5823799758
264	0.5819969977
265	0.5815766608
266	0.5812320621
267	0.5807467227
268	0.5803700449
269	0.5799891847
270	0.579531698
271	0.5793086981
272	0.5789520019
273	0.5786106568
274	0.5783743158
275	0.578136347
276	0.5778340771
277	0.5774449555
278	0.5769136093
279	0.5766510928
280	0.576280075
281	0.5758359807
282	0.5754573372
283	0.5750947997
284	0.5747553433
285	0.5744612253
286	0.5740643317
287	0.5735722101
288	0.5732968087
289	0.5729998583
290	0.5726341133
291	0.5726340916
292	0.5722023363
293	0.5718562747
294	0.571513379
295	0.5709636823
296	0.5707592563
297	0.5704934896
298	0.5702533993
299	0.5698638165
300	0.5695343326
301	0.5690496048
302	0.5687405759
303	0.5683812868
304	0.5680792915
305	0.5678335208
306	0.5675590347
307	0.5670497223
308	0.5667849188
309	0.5663208558
310	0.5659175082
311	0.5654958931
312	0.5651343918
313	0.5647818848
314	0.5643685669
315	0.5639191016
316	0.5635534386
317	0.5632515368
318	0.5629505052
319	0.5625713249
320	0.5622726282
321	0.5618690461
322	0.5615709546
323	0.5612717234
324	0.5609042672
325	0.5606439426
326	0.5603923481
327	0.5600883889
328	0.5598228677
329	0.5595885768
330	0.5593190984
331	0.5590288406
332	0.5588478501
333	0.5583929934
334	0.558140584
335	0.5577442427
336	0.5574105199
337	0.5571484023
338	0.5568507529
339	0.5564122707
340	0.5560980312
341	0.5557426104
342	0.5554094782
343	0.5551432297
344	0.5548396356
345	0.5545764076
346	0.5543682539
347	0.5540542949
348	0.5535769436
349	0.5532394252
350	0.5529562783
351	0.5526844277
352	0.5523830914
353	0.5519685706
354	0.5517127455
355	0.551463544
356	0.5512281152
357	0.5509680075
358	0.5506596517
359	0.5504257023
360	0.550111746
361	0.549767755
362	0.5494384829
363	0.5492100247
364	0.5489366913
365	0.5486592086
366	0.5482240013
367	0.5480081162
368	0.5477397252
369	0.5473555877
370	0.547021335
371	0.5467007425
372	0.546480284
373	0.5462616423
374	0.5458453468
375	0.545601303
376	0.5453831068
377	0.5450147157
378	0.5447761772
379	0.5444847476
380	0.5441126835
381	0.5437833765
382	0.5435554418
383	0.5432514592
384	0.5429637517
385	0.5426758416
386	0.5423779644
387	0.5421141352
388	0.5418607456
389	0.5415492688
390	0.5413204805
391	0.5410208194
392	0.5407986515
393	0.5405077479
394	0.5402550614
395	0.5399424801
396	0.5396458976
397	0.5392087621
398	0.5390179865
399	0.5387013423
400	0.5383254773
401	0.537903788
402	0.5375732623
403	0.5373178912
404	0.5370807659
405	0.5367946204
406	0.5365775959
407	0.5363619109
408	0.5361529776
409	0.5357825726
410	0.5353882443
411	0.5351341151
412	0.5349153538
413	0.5345987813
414	0.5343687124
415	0.5341445289
416	0.5337588216
417	0.5335500723
418	0.533326407
419	0.5330377528
420	0.5326620593
421	0.5324234351
422	0.5321681196
423	0.5319079782
424	0.5316275108
425	0.5313498204
426	0.5311022654
427	0.5308624428
428	0.530695947
429	0.5304392444
430	0.530115591
431	0.5298839095
432	0.5295099778
433	0.5292595753
434	0.5289640407
435	0.528801549
436	0.5284826816
437	0.528075166
438	0.5278540323
439	0.5276394528
440	0.5273705153
441	0.5269574486
442	0.5267853144
443	0.526500686
444	0.5262802223
445	0.526111201
446	0.5258436715
447	0.5256504042
448	0.5254002287
449	0.5252073334
450	0.5250349388
451	0.5247519056
452	0.5244360761
453	0.5241859046
454	0.5238411058
455	0.5235523718
456	0.52326804
457	0.5230825212
458	0.5228121126
459	0.5225537151
460	0.5223238529
461	0.522075093
462	0.5219243435
463	0.521701588
464	0.5214894571
465	0.5212520368
466	0.5209720818
467	0.5206466161
468	0.5204312278
469	0.5202029782
470	0.5199190779
471	0.5196924052
472	0.5194349072
473	0.5192747514
474	0.5189739468
475	0.5187097851
476	0.5184853516
477	0.518207493
478	0.5179529825
479	0.5176179842
480	0.5172957402
481	0.5169745729
482	0.5165896484
483	0.5163261749
484	0.5161127877
485	0.5157078649
486	0.5154039769
487	0.5152160789
488	0.5149404652
489	0.5146032302
490	0.5142964691
491	0.5141023464
492	0.5138444774
493	0.5136380861
494	0.5135004257
495	0.5132704036
496	0.5130568271
497	0.5128662684
498	0.5125315204
499	0.5123703871
500	0.512166839
501	0.5118575303
502	0.5116344075
503	0.5114228052
504	0.5111459991
505	0.5108604992
506	0.5105895948
507	0.510349466
508	0.510145776
509	0.5099367817
510	0.5097435412
511	0.5094007566
512	0.5092277119
513	0.5090490095
514	0.5088709184
515	0.5084791629
516	0.5083116456
517	0.5080955798
518	0.5079254364
519	0.5076866142
520	0.5073853986
521	0.5071710752
522	0.5067428066
523	0.5064669162
524	0.5062622691
525	0.5060442558
526	0.505798952
527	0.5054624283
528	0.5051688785
529	0.5049183621
530	0.5047697011
531	0.5044676336
532	0.5042784911
533	0.5040699355
534	0.503843104
535	0.5035726982
536	0.5034122473
537	0.5031156887
538	0.5029271691
539	0.5026878045
540	0.5025313798
541	0.5023053944
542	0.5021555689
543	0.5018735388
544	0.5015945116
545	0.5014006117
546	0.5011524596
547	0.5009341924
548	0.5007527764
549	0.5003884506
550	0.5002562064
551	0.4999358883
552	0.4997175884
553	0.4995418269
554	0.4993177736
555	0.4991546091
556	0.4990196459
557	0.4987061018
558	0.4985066567
559	0.4981668251
560	0.4978670462
561	0.4976908041
562	0.497463888
563	0.4970542167
564	0.4968318816
565	0.4966765003
566	0.4964030418
567	0.4961533646
568	0.4957996282
569	0.4956340292
570	0.4953483936
571	0.4949832513
572	0.4947145086
573	0.4944027294
574	0.4941979506
575	0.4939914896
576	0.4937548563
577	0.4935892961
578	0.4932567889
579	0.4930291432
580	0.4928747668
581	0.4926694064
582	0.492495127
583	0.4923130057
584	0.492146052
585	0.4919228785
586	0.4916646639
587	0.4914836961
588	0.4913027221
589	0.4911449283
590	0.4909645177
591	0.4907191461
592	0.4905451741
593	0.4903342703
594	0.4902107149
595	0.4900492421
596	0.4898072522
597	0.4896007801
598	0.4893151405
599	0.4890260061
600	0.488787941
601	0.4885820968
602	0.4884016655
603	0.4881680472
604	0.487896894
605	0.4877057854
606	0.4875675257
607	0.4873320202
608	0.4871573758
609	0.4868874283
610	0.4866747055
611	0.4865694146
612	0.4862883361
613	0.4859563705
614	0.4857798296
615	0.4855910222
616	0.4853409165
617	0.4851105934
618	0.4848842215
619	0.4846014115
620	0.4843649815
621	0.4842228874
622	0.4840137522
623	0.4838356018
624	0.4836015517
625	0.4832927441
626	0.4830629621
627	0.4827814878
628	0.4825809565
629	0.4823507146
630	0.4820751916
631	0.4818716476
632	0.4817195631
633	0.4814820568
634	0.481287834
635	0.4811735279
636	0.4809727125
637	0.4807178717
638	0.4804911427
639	0.4802622751
640	0.4800578095
641	0.4798508096
642	0.4796526794
643	0.479341292
644	0.4791567343
645	0.4788617119
646	0.4785931416
647	0.4784213938
648	0.4781963329
649	0.4779206238
650	0.4776549939
651	0.4774726878
652	0.4772888748
653	0.4770781873
654	0.4769161759
655	0.4766559822
656	0.4763770252
657	0.4759901118
658	0.4757475593
659	0.475546688
660	0.4752981879
661	0.4751913134
662	0.4749650759
663	0.4747472822
664	0.4745298209
665	0.4743878942
666	0.4741365078
667	0.473925162
668	0.473724735
669	0.4734478254
670	0.4731985673
671	0.4730397463
672	0.4728715374
673	0.4725918516
674	0.4723937649
675	0.4721518631
676	0.4719986276
677	0.4717124918
678	0.4715493469
679	0.4713150996
680	0.4711475856
681	0.4709979462
682	0.4707455611
683	0.4705523921
684	0.4703696303
685	0.4701566464
686	0.4699763067
687	0.4697449884
688	0.469537876
689	0.4693002229
690	0.469090233
691	0.4689505423
692	0.4686814191
693	0.4685500644
694	0.468341951
695	0.4681103632
696	0.4679674198
697	0.4677979899
698	0.4675879927
699	0.4673567312
700	0.4670967943
701	0.4669044193
702	0.4667203608
703	0.4664950873
704	0.4663697345
705	0.4662476829
706	0.4660428344
707	0.4658768303
708	0.4655880907
709	0.4654408404
710	0.4652574437
711	0.46497252
712	0.4648028163
713	0.4646487212
714	0.4644237348
715	0.4642199532
716	0.4640339299
717	0.4638601269
718	0.4635887204
719	0.4634514332
720	0.4632007024
721	0.4629849143
722	0.4628603639
723	0.4626334919
724	0.4624667833
725	0.4623328423
726	0.4621420228
727	0.4620189513
728	0.461754291
729	0.4614698244
730	0.4612990102
731	0.4611112596
732	0.4609065141
733	0.4607249566
734	0.4605953331
735	0.4603973039
736	0.4601627713
737	0.4599876042
738	0.4597987599
739	0.459673346
740	0.4595337073
741	0.4594062703
742	0.4591749437
743	0.4589211094
744	0.4586820552
745	0.4585466634
746	0.4583379988
747	0.4581717136
748	0.4579611438
749	0.4577275761
750	0.4574853144
751	0.4572800298
752	0.4570963985
753	0.4569276119
754	0.4567514871
755	0.4566033473
756	0.456432787
757	0.456175964
758	0.4559877932
759	0.4557251138
760	0.4555787156
761	0.4554432754
762	0.4552946317
763	0.4550772304
764	0.454960661
765	0.4547788406
766	0.4544871793
767	0.4543023973
768	0.4541914653
769	0.4538979454
770	0.4537103628
771	0.4535272986
772	0.4533178567
773	0.4531032063
774	0.4529717128
775	0.4528263236
776	0.4526160224
777	0.4524063745
778	0.4521905998
779	0.4520015701
780	0.4517048276
781	0.451511379
782	0.4513708041
783	0.4511896642
784	0.4510040708
785	0.450861978
786	0.4506381631
787	0.4504702383
788	0.4503660198
789	0.4502168124
790	0.4500571989
791	0.4498760101
792	0.4495999312
793	0.4494279486
794	0.4491739562
795	0.4490326787
796	0.4488124669
797	0.4486815476
798	0.4485593955
799	0.4482960598
800	0.4480725914
801	0.4478031415
802	0.4476130413
803	0.4474003328
804	0.4472341749
805	0.4471197778
806	0.4469354018
807	0.4466767782
808	0.446412306
809	0.4462621009
810	0.4460817738
811	0.4458993587
812	0.4457170213
813	0.4455032289
814	0.44529404
815	0.4451787955
816	0.4450043965
817	0.4448633782
818	0.4447253695
819	0.4445091127
820	0.4443413705
821	0.44410884
822	0.4439667021
823	0.4437403555
824	0.4435084712
825	0.4432004984
826	0.4430758973
827	0.4429198519
828	0.4427561197
829	0.4424689284
830	0.4422930338
831	0.4421021986
832	0.4419818396
833	0.4417283852
834	0.4415482117
835	0.4412893787
836	0.4411045909
837	0.4409884531
838	0.4407516507
839	0.4404790361
840	0.4402625151
841	0.4400834749
842	0.4398815182
843	0.4397602081
844	0.4395224824
845	0.4393487202
846	0.4392132082
847	0.4389629541
848	0.438736571
849	0.4385726174
850	0.4383924522
851	0.4382295687
852	0.4380869562
853	0.4378772949
854	0.4377650339
855	0.4375581274
856	0.4373777804
857	0.4372484324
858	0.4370288171
859	0.4368850814
860	0.4367629471
861	0.4365287868
862	0.4363703118
863	0.436201078
864	0.4360218425
865	0.4358716391
866	0.4357127526
867	0.4355610468
868	0.4354654527
869	0.435214952
870	0.4350109
871	0.4348236581
872	0.4347054778
873	0.4345175945
874	0.4343468555
875	0.4341810381
876	0.4339645784
877	0.4338309552
878	0.4337302836
879	0.4335581455
880	0.4333672672
881	0.4331869603
882	0.4330348426
883	0.4328651603
884	0.4326923101
885	0.4325461013
886	0.4323688939
887	0.4322405901
888	0.432093325
889	0.4319277252
890	0.4318173549
891	0.4316466525
892	0.4314823077
893	0.4312996531
894	0.4310820147
895	0.4309108423
896	0.4306907808
897	0.4305134645
898	0.4303567641
899	0.4302079254
900	0.4301030767
901	0.4298746126
902	0.4295688054
903	0.4294504827
904	0.4293529584
905	0.429178469
906	0.4289404524
907	0.4287925236
908	0.4286143105
909	0.4284396189
910	0.4281855828
911	0.4280014931
912	0.4277561182
913	0.427631171
914	0.427461003
915	0.4273372106
916	0.427135613
917	0.4270269956
918	0.4267494946
919	0.4265662306
920	0.4263725046
921	0.4261302742
922	0.4259476624
923	0.4258162805
924	0.4256397407
925	0.4254962338
926	0.425342031
927	0.4250762791
928	0.4249088726
929	0.4247869849
930	0.4245711174
931	0.4244569124
932	0.4243058464
933	0.4241303915
934	0.4240086538
935	0.4238491225
936	0.4236218204
937	0.4234706737
938	0.4232698108
939	0.4230443673
940	0.4228817656
941	0.4226657826
942	0.4224949946
943	0.4223583828
944	0.4221548873
945	0.4220115383
946	0.4217871338
947	0.421632249
948	0.4214920867
949	0.4212832413
950	0.4210899849
951	0.4209401425
952	0.420838057
953	0.4205771594
954	0.4203767414
955	0.4202331874
956	0.4201202142
957	0.4199863352
958	0.4197621082
959	0.4196137507
960	0.4194090292
961	0.419269991
962	0.419022499
963	0.4187648482
964	0.4186187111
965	0.4185170118
966	0.4183867187
967	0.4182433351
968	0.4180775885
969	0.4179002344
970	0.4176510155
971	0.4175037748
972	0.417368577
973	0.4172144108
974	0.4170540772
975	0.4168678556
976	0.4167269156
977	0.4166113675
978	0.4165156066
979	0.4163660824
980	0.4161581175
981	0.415991053
982	0.4158635866
983	0.4157077393
984	0.415538431
985	0.4153072573
986	0.4150925438
987	0.4149941801
988	0.4148611922
989	0.414642094
990	0.4144985734
991	0.4143323028
992	0.4141531795
993	0.4139804585
994	0.413860638
995	0.4137286312
996	0.4135875271
997	0.4133132031
998	0.413068755
999	0.4128774487
